MES_83	MES_326	MES_1123	PN_19	PN_157	PN_528
ENSG00000107159.12	149	63	6	66	25	17
ENSG00000107164.15	2234	2561	2825	4137	3890	3740
ENSG00000107165.12	0	1	6	0	0	15
ENSG00000107175.11	631	658	661	723	344	399
ENSG00000107185.9	1905	2184	2133	1321	1117	1248
ENSG00000107186.16	1602	2255	2318	2006	2624	2325
ENSG00000107187.15	0	0	1	0	0	0
ENSG00000107201.9	579	867	1035	267	439	855
ENSG00000107223.12	3301	2028	3239	3811	1993	1678
ENSG00000107242.17	1	0	0	248	345	17
ENSG00000107249.21	992	3151	257	347	267	294
ENSG00000107262.18	300	350	426	712	468	1376
ENSG00000107263.18	1226	759	1181	2067	1292	4699
ENSG00000107281.9	1848	685	1169	353	472	188
ENSG00000107282.7	59	21	71	187	100	75
ENSG00000107290.13	2417	2730	3314	4445	4433	3614
ENSG00000107295.9	0	0	0	1	0	2
ENSG00000107317.12	4	1	4	3	22	50
ENSG00000107331.16	3820	1432	2900	1949	1572	1096
ENSG00000107338.9	68	80	76	43	30	14
ENSG00000107341.4	2723	2880	2882	2044	2027	2674
ENSG00000107362.13	512	552	572	2038	2058	1490
ENSG00000107371.12	557	820	907	569	618	441
ENSG00000107372.12	2465	2511	2224	6330	6835	5361
ENSG00000107404.19	1264	412	780	292	187	285
ENSG00000107438.8	1263	788	2251	18	1	28
ENSG00000107443.15	532	898	866	1139	1035	1420
ENSG00000107447.7	0	0	0	0	0	0
ENSG00000107485.15	36	21	110	2	2	2
ENSG00000107518.16	364	474	415	319	504	105
ENSG00000107521.18	239	222	250	110	248	531
ENSG00000107537.13	1230	1146	1103	654	718	687
ENSG00000107551.20	1435	1019	1518	2217	2212	746
ENSG00000107554.16	1778	2079	877	2108	1884	731
ENSG00000107560.10	909	1615	1161	777	900	1105
ENSG00000107562.16	0	0	0	0	0	4
ENSG00000107566.13	1791	2418	1464	2443	2057	1630
ENSG00000107581.12	14632	16932	13740	11136	12795	15563
ENSG00000107593.16	0	0	1	1	1	4
ENSG00000107611.14	41	24	53	361	372	26
ENSG00000107614.21	229	313	367	539	667	399
ENSG00000107625.12	3647	4122	3205	1787	1948	2010
ENSG00000107643.15	1345	1836	1431	1365	1401	1399
ENSG00000107651.12	2076	2832	1622	2088	1778	2337
ENSG00000107669.17	876	1332	979	1337	1244	1765
ENSG00000107672.14	1212	1472	1026	1441	1215	1500
ENSG00000107679.14	1397	2202	1435	656	969	4268
ENSG00000107719.8	0	0	0	1187	865	225
ENSG00000107731.12	95	54	144	82	38	8
ENSG00000107736.19	92	32	227	3	0	1
ENSG00000107738.19	27	11	42	1	2	2
ENSG00000107742.12	11	11	17	644	442	5
ENSG00000107745.17	2131	2226	2125	2117	1708	2053
ENSG00000107758.15	1561	2217	1990	2210	2099	1673
ENSG00000107771.15	2088	2687	2531	2287	2432	3790
ENSG00000107779.13	1052	1417	1497	4921	4757	1722
ENSG00000107789.15	966	1332	1215	1156	1209	1212
ENSG00000107796.13	1391	723	1071	303	177	0
ENSG00000107798.17	4246	6184	6682	1357	1237	3296
ENSG00000107807.12	0	0	0	85	67	2
ENSG00000107815.7	692	867	663	818	512	1294
ENSG00000107816.17	1755	891	973	1264	1028	1191
ENSG00000107819.13	2513	2381	2082	3075	2593	1736
ENSG00000107821.14	349	204	234	1449	1463	90
ENSG00000107829.13	315	263	243	454	266	255
ENSG00000107831.12	5	0	2	2	0	0
ENSG00000107833.10	1034	1012	1018	750	336	395
ENSG00000107854.5	3352	3676	3601	4127	4561	5018
ENSG00000107859.9	0	0	0	0	0	0
ENSG00000107862.4	3009	2842	1987	2385	2198	2631
ENSG00000107863.17	3108	3196	3095	11767	13353	8134
ENSG00000107864.14	81	108	115	27	42	130
ENSG00000107872.12	88	24	55	20	15	32
ENSG00000107874.10	1024	973	1027	2868	1393	1152
ENSG00000107882.11	300	344	283	948	639	542
ENSG00000107890.16	885	1264	1259	1155	1473	2062
ENSG00000107897.18	3179	4146	2949	1415	1860	1072
ENSG00000107902.13	149	144	175	113	119	365
ENSG00000107929.14	1788	1861	2097	2045	1956	2456
ENSG00000107937.18	5464	6606	6094	2863	2339	3906
ENSG00000107938.17	797	1157	847	1143	1117	1587
ENSG00000107949.16	2190	3814	2744	2012	1867	3298
ENSG00000107951.14	910	1133	1435	843	854	1206
ENSG00000107954.10	161	102	180	9	8	2
ENSG00000107957.16	444	781	306	515	428	2221
ENSG00000107959.15	2541	2495	2271	1881	1792	1799
ENSG00000107960.10	822	845	674	484	435	243
ENSG00000107968.9	73	94	124	100	155	92
ENSG00000107984.9	1	2	5	0	0	0
ENSG00000108001.13	17	13	30	2	6	801
ENSG00000108010.11	1867	2875	2258	1881	1415	2251
ENSG00000108018.15	1	0	0	0	0	17
ENSG00000108021.19	3460	4013	3857	2360	2413	3783
ENSG00000108039.17	1843	2374	1714	3512	3219	3250
ENSG00000108055.9	3734	5371	4161	4528	4991	7199
ENSG00000108061.11	988	1687	1008	1536	1582	1407
ENSG00000108064.10	2568	3829	3399	2125	1921	3560
ENSG00000108091.10	1846	2214	1730	1236	1355	1494
ENSG00000108094.14	3569	3899	4168	1538	1604	2022
ENSG00000108100.17	3397	3699	3510	2279	1747	1384
ENSG00000108106.13	3797	1807	1697	1494	616	757
ENSG00000108107.14	5903	2892	3286	3603	2441	2522
ENSG00000108175.16	461	308	579	3506	3430	2275
ENSG00000108176.14	136	219	116	105	58	57
ENSG00000108179.13	979	859	1036	3221	1741	2795
ENSG00000108187.15	55	48	78	283	192	76
ENSG00000108219.14	597	559	621	4832	2864	1715
ENSG00000108231.12	0	0	0	0	0	0
ENSG00000108239.8	767	887	771	1074	1070	980
ENSG00000108242.12	0	0	0	0	0	0
ENSG00000108244.16	0	0	0	0	0	0
ENSG00000108255.7	0	0	1	9	0	0
ENSG00000108256.8	6346	6826	5887	5694	7890	10318
ENSG00000108262.15	2079	1064	1428	1502	1031	1506
ENSG00000108298.9	17633	15715	15409	14560	9430	14722
ENSG00000108306.11	679	699	601	923	984	453
ENSG00000108309.13	1	0	0	41	37	3
ENSG00000108312.14	1866	1932	2039	3137	1728	2899
ENSG00000108342.12	8	3	8	0	0	0
ENSG00000108344.14	2909	2401	2859	5500	2446	2860
ENSG00000108349.16	3997	3607	3309	3831	3000	2767
ENSG00000108352.11	123	128	145	275	204	153
ENSG00000108370.16	240	216	209	61	58	94
ENSG00000108375.12	1	1	2	0	0	32
ENSG00000108379.9	367	333	409	931	775	119
ENSG00000108381.10	1	0	0	3	9	489
ENSG00000108384.14	735	987	918	868	774	463
ENSG00000108387.14	204	80	167	136	136	1305
ENSG00000108389.9	2813	2808	2097	2908	2536	3281
ENSG00000108395.13	1638	1912	1872	2257	2395	1598
ENSG00000108405.3	0	0	0	0	0	0
ENSG00000108406.9	2254	2453	2303	3514	3710	2165
ENSG00000108417.3	0	0	0	0	0	0
ENSG00000108423.14	289	340	271	335	358	314
ENSG00000108424.9	12419	13826	11027	14868	13466	19282
ENSG00000108433.16	1153	1022	936	1774	1157	761
ENSG00000108439.9	256	311	394	573	343	401
ENSG00000108442.2	0	0	0	0	0	0
ENSG00000108443.13	1435	1948	1594	1672	1834	2195
ENSG00000108448.20	321	217	278	328	322	321
ENSG00000108452.1	0	0	0	0	0	0
ENSG00000108465.14	3082	2365	2430	2555	2275	1863
ENSG00000108468.14	3747	3729	3552	5076	5286	3840
ENSG00000108469.14	437	294	502	495	354	451
ENSG00000108474.16	549	511	412	370	469	535
ENSG00000108479.11	478	143	300	83	58	82
ENSG00000108506.11	1219	1350	1438	1300	1469	1179
ENSG00000108509.20	1415	785	971	517	465	596
ENSG00000108510.9	2215	2550	2473	3613	3924	2578
ENSG00000108511.9	83	82	87	1	0	0
ENSG00000108515.17	141	65	162	245	225	931
ENSG00000108516.5	0	0	0	0	0	0
ENSG00000108518.7	9389	7667	7766	12034	5067	7687
ENSG00000108523.15	1699	1437	1269	2325	1279	1111
ENSG00000108528.13	973	798	848	1859	947	1617
ENSG00000108551.4	0	0	0	12	4	1
ENSG00000108556.7	0	0	0	5	4	3
ENSG00000108557.18	678	272	426	460	380	382
ENSG00000108559.11	2037	2272	2126	1667	1252	1989
ENSG00000108561.8	4962	5191	4798	4494	2199	5311
ENSG00000108576.9	1	0	1	1	2	2
ENSG00000108578.14	1803	1720	1476	1994	1951	2000
ENSG00000108582.11	3226	3659	2933	4723	4946	3698
ENSG00000108587.15	1231	1334	1034	1916	1391	1284
ENSG00000108588.13	2804	3626	2510	4159	4126	2850
ENSG00000108590.10	371	342	392	402	320	378
ENSG00000108591.9	436	285	395	728	457	584
ENSG00000108592.16	1913	2210	2114	1930	1390	1808
ENSG00000108599.14	1331	1280	997	1076	1183	957
ENSG00000108602.17	0	1	0	17	4	4
ENSG00000108604.15	1791	1543	1817	1168	854	1723
ENSG00000108622.10	1	0	0	0	0	0
ENSG00000108639.7	1973	1403	1705	67	98	322
ENSG00000108641.14	345	235	452	309	231	330
ENSG00000108651.9	2543	2948	2422	1755	1353	1685
ENSG00000108654.13	17988	20745	20573	31481	31734	24600
ENSG00000108666.9	930	1119	998	877	866	918
ENSG00000108669.16	845	840	858	1015	1082	1230
ENSG00000108671.9	2822	3289	3406	4420	3277	3586
ENSG00000108679.12	60	20	12	2163	1416	3503
ENSG00000108684.14	0	0	0	0	0	0
ENSG00000108688.11	0	0	0	0	0	0
ENSG00000108691.9	19	5	0	54	138	0
ENSG00000108700.4	0	0	0	0	0	2
ENSG00000108702.3	0	0	0	0	0	0
ENSG00000108733.9	372	429	347	220	237	217
ENSG00000108759.3	0	0	0	0	0	0
ENSG00000108771.12	46	46	53	5	3	40
ENSG00000108773.10	1899	1603	1509	1032	1069	825
ENSG00000108774.14	464	457	423	1449	711	595
ENSG00000108784.9	341	151	232	1129	537	403
ENSG00000108785.7	3	2	4	5	8	1
ENSG00000108786.10	334	117	257	65	110	20
ENSG00000108788.11	1854	1950	1847	2479	1492	2147
ENSG00000108797.11	1145	966	1085	4557	3216	951
ENSG00000108798.8	1	0	0	0	0	0
ENSG00000108799.12	2150	2000	1607	1345	2084	1637
ENSG00000108813.10	190	59	192	2	5	1
ENSG00000108819.10	1289	951	1373	1667	1138	844
ENSG00000108821.13	30	14	135	66	18	1
ENSG00000108823.15	0	1	1	0	0	1
ENSG00000108825.17	0	0	0	0	0	0
ENSG00000108826.15	575	598	623	1470	628	842
ENSG00000108828.15	4889	3864	4215	3853	2108	2281
ENSG00000108829.9	5857	5062	5004	5132	2948	5013
ENSG00000108830.9	156	94	150	711	477	389
ENSG00000108839.11	0	0	0	1	0	0
ENSG00000108840.15	717	318	457	935	999	690
ENSG00000108846.15	26	5	63	23	4	0
ENSG00000108848.15	9614	9818	10097	9984	17232	12567
ENSG00000108849.7	0	0	0	0	0	0
ENSG00000108852.14	298	181	293	587	461	214
ENSG00000108854.15	1703	2813	2802	2665	3563	756
ENSG00000108861.8	1475	1560	1914	1331	1422	509
ENSG00000108878.4	0	0	0	1	1	0
ENSG00000108883.12	3340	3685	3756	6727	4634	4504
ENSG00000108924.13	8	10	7	29	39	27
ENSG00000108932.11	87	124	86	20	52	7
ENSG00000108946.14	6068	8003	6423	7481	6729	6536
ENSG00000108947.4	0	1	3	1260	938	131
ENSG00000108950.11	0	0	0	0	0	0
ENSG00000108953.16	19827	17702	16627	25223	20285	17760
ENSG00000108958.4	111	136	145	189	88	114
ENSG00000108960.7	469	643	605	568	890	976
ENSG00000108961.13	456	259	259	891	416	393
ENSG00000108963.17	556	350	493	333	284	270
ENSG00000108984.13	41	48	47	214	77	635
ENSG00000109016.17	305	325	325	428	321	216
ENSG00000109046.14	4254	5763	5556	24999	41561	14673
ENSG00000109047.7	0	0	0	0	0	0
ENSG00000109061.9	0	0	0	0	0	0
ENSG00000109062.11	592	473	618	382	131	498
ENSG00000109063.14	39	33	51	47	67	53
ENSG00000109065.11	896	762	957	790	607	584
ENSG00000109066.13	395	256	254	766	365	463
ENSG00000109072.13	1	0	0	17	24	10
ENSG00000109079.9	1369	1060	1316	1748	1321	588
ENSG00000109083.13	868	635	478	426	584	430
ENSG00000109084.13	4475	4489	5543	4873	3372	4676
ENSG00000109089.7	436	334	336	665	333	400
ENSG00000109099.13	1278	1361	1173	5097	4592	3018
ENSG00000109101.7	0	0	0	0	0	0
ENSG00000109103.11	1348	1241	1000	814	744	216
ENSG00000109107.13	8500	5604	4307	35	10	1193
ENSG00000109111.14	2963	2996	2862	4290	3799	3182
ENSG00000109113.18	3662	3588	2924	3426	1382	661
ENSG00000109118.13	824	849	974	2443	2207	1197
ENSG00000109132.6	0	0	0	0	0	1
ENSG00000109133.12	2347	2714	2150	2293	2200	2827
ENSG00000109158.10	0	0	0	143	126	1
ENSG00000109163.6	0	0	0	0	0	0
ENSG00000109171.14	1850	2400	1655	2004	2215	1604
ENSG00000109180.14	3844	4749	3421	4615	4610	4299
ENSG00000109181.11	0	0	0	0	0	0
ENSG00000109182.11	0	0	1	0	0	0
ENSG00000109184.14	1734	2487	2109	2682	3253	2880
ENSG00000109189.12	889	1267	928	1470	1203	1092
ENSG00000109193.10	0	0	0	0	0	0
ENSG00000109205.16	0	0	0	0	0	0
ENSG00000109208.4	0	0	0	0	0	0
ENSG00000109220.10	193	227	269	315	249	204
ENSG00000109255.11	556	439	274	7	13	2
ENSG00000109265.13	416	417	570	473	706	210
ENSG00000109270.12	599	768	618	1533	1535	938
ENSG00000109272.3	0	0	0	0	0	0
ENSG00000109320.11	1064	1600	1205	974	814	2369
ENSG00000109321.10	37	62	75	0	0	0
ENSG00000109323.8	556	529	580	751	1241	302
ENSG00000109332.19	6673	8398	7063	6715	6658	7654
ENSG00000109339.19	6	7	11	627	294	338
ENSG00000109381.19	930	1186	887	1007	1180	1093
ENSG00000109390.11	1855	1347	1158	792	591	621
ENSG00000109424.3	0	0	0	0	0	0
ENSG00000109436.7	1104	1338	992	549	664	416
ENSG00000109445.10	2998	3063	2396	740	1236	1298
ENSG00000109452.12	440	644	253	1113	1915	2495
ENSG00000109458.8	302	466	362	3119	3559	2675
ENSG00000109466.13	982	1277	947	569	513	697
ENSG00000109471.4	0	0	0	0	0	0
ENSG00000109472.13	561	659	512	1068	1124	563
ENSG00000109475.16	7041	7720	6587	6283	4626	5541
ENSG00000109501.13	504	247	200	317	171	138
ENSG00000109511.11	0	0	0	0	0	0
ENSG00000109519.12	2008	2173	1401	1324	1156	1201
ENSG00000109534.16	1091	1410	1042	733	493	864
ENSG00000109536.11	1597	1845	1545	781	854	1552
ENSG00000109572.13	2035	2383	2471	3323	4192	4929
ENSG00000109576.13	369	571	495	731	711	1564
ENSG00000109586.11	762	1353	1035	3386	2723	2042
ENSG00000109606.12	11266	11491	7125	10718	10966	11348
ENSG00000109610.5	0	0	0	0	3	62
ENSG00000109618.11	746	679	491	1074	1417	838
ENSG00000109625.18	0	0	0	0	0	1
ENSG00000109654.14	448	540	654	2311	1199	25148
ENSG00000109667.11	1	0	0	0	0	1
ENSG00000109670.13	1329	1300	934	924	992	904
ENSG00000109674.3	630	672	710	370	311	851
ENSG00000109680.10	265	285	154	215	266	219
ENSG00000109684.14	0	0	0	1	0	1
ENSG00000109685.17	7295	7339	6421	9307	9352	6270
ENSG00000109686.17	1688	2089	2009	1418	849	6192
ENSG00000109689.15	419	570	350	1681	1579	1921
ENSG00000109705.7	150	95	63	106	82	45
ENSG00000109736.14	1577	423	590	337	240	263
ENSG00000109738.10	840	983	892	606	590	903
ENSG00000109743.10	10	10	5	7	5	8
ENSG00000109756.8	912	1389	1236	2567	3278	3627
ENSG00000109758.8	0	0	0	1	6	0
ENSG00000109762.15	1001	1388	1063	755	709	1200
ENSG00000109771.15	32	35	42	117	267	35
ENSG00000109775.10	1214	1502	1271	1283	1278	1187
ENSG00000109787.12	1147	1255	846	2414	2443	1727
ENSG00000109790.16	3516	3715	2525	1515	1633	2197
ENSG00000109794.13	79	51	91	150	193	61
ENSG00000109805.9	5503	6004	3696	2866	2179	4536
ENSG00000109814.11	1419	1730	837	1360	1300	4207
ENSG00000109819.8	9	2	0	1748	2786	147
ENSG00000109832.13	1	1	3	3	11	16
ENSG00000109846.7	0	1	1	1827	572	13
ENSG00000109851.6	0	0	0	0	0	0
ENSG00000109854.13	1809	2043	2222	1	3	3
ENSG00000109861.15	2704	3833	3508	3334	2492	9050
ENSG00000109881.16	699	824	795	712	497	526
ENSG00000109906.13	1	0	0	48	17	14
ENSG00000109911.18	526	713	674	1015	771	462
ENSG00000109917.10	1290	1505	1136	1478	1004	1073
ENSG00000109919.9	2109	2807	2107	4448	3165	4157
ENSG00000109920.12	3038	3731	3112	3402	4622	4301
ENSG00000109927.9	0	0	0	66	82	47
ENSG00000109929.9	4105	4256	3692	1786	1742	3741
ENSG00000109943.8	0	0	0	2	3	0
ENSG00000109944.10	118	106	159	47	92	0
ENSG00000109956.12	1	0	1	1152	716	3910
ENSG00000109971.13	53309	60678	50927	40714	42332	41609
ENSG00000109991.8	1	0	1	0	0	0
ENSG00000110002.15	3	0	21	193	286	5
ENSG00000110011.13	808	464	549	149	152	141
ENSG00000110013.12	690	593	883	1332	1323	159
ENSG00000110025.12	14	8	9	27	30	24
ENSG00000110031.12	81	88	141	202	226	113
ENSG00000110042.7	194	171	321	66	60	12
ENSG00000110046.12	401	188	294	267	142	140
ENSG00000110047.17	796	396	860	812	505	659
ENSG00000110048.11	4678	4178	3781	2504	3091	1876
ENSG00000110057.7	440	185	253	175	144	39
ENSG00000110060.8	414	328	332	288	291	518
ENSG00000110063.8	682	674	697	528	267	441
ENSG00000110066.14	2523	2437	2069	1984	2061	1319
ENSG00000110074.10	1004	750	957	1327	768	1170
ENSG00000110075.14	4535	5027	4707	4523	4663	5670
ENSG00000110076.18	48	1	66	627	843	2
ENSG00000110077.14	0	0	0	0	0	0
ENSG00000110079.16	0	0	0	0	0	0
ENSG00000110080.18	575	396	377	735	248	656
ENSG00000110090.12	1887	1738	2141	1737	1985	404
ENSG00000110092.3	2518	2356	2575	734	574	825
ENSG00000110104.11	1287	971	1120	791	338	869
ENSG00000110107.8	3027	2778	3339	4105	1739	3077
ENSG00000110108.9	1504	1298	1424	1930	543	596
ENSG00000110148.9	0	0	0	0	0	0
ENSG00000110169.10	4	3	10	33	41	5
ENSG00000110171.19	337	312	316	464	433	379
ENSG00000110172.11	4939	6718	5256	1017	1385	2299
ENSG00000110195.12	0	0	0	0	0	0
ENSG00000110200.8	392	319	423	830	359	657
ENSG00000110203.8	0	0	0	0	0	0
ENSG00000110218.8	1155	1409	1174	1177	855	1556
ENSG00000110237.3	1294	702	883	947	973	97
ENSG00000110243.11	0	0	0	0	0	0
ENSG00000110244.6	0	0	0	0	0	0
ENSG00000110245.11	0	0	0	0	0	0
ENSG00000110274.15	1275	1141	1337	960	915	719
ENSG00000110315.6	858	1496	1074	1487	1399	778
ENSG00000110318.13	133	184	286	1	0	16
ENSG00000110321.16	13425	19506	14083	34568	31074	27745
ENSG00000110324.10	0	0	0	0	4	7
ENSG00000110328.5	559	438	450	11	56	165
ENSG00000110330.8	4608	6312	4974	2159	2902	1506
ENSG00000110344.9	1986	2210	2147	2845	3046	3103
ENSG00000110367.11	3061	3223	2791	5935	5835	4496
ENSG00000110375.2	2	0	0	2	2	1
ENSG00000110395.6	2601	2641	2811	3335	3043	1902
ENSG00000110400.10	404	322	518	1106	537	433
ENSG00000110422.11	1994	2895	1880	1625	1596	1712
ENSG00000110427.14	1724	2084	1195	2421	1359	94
ENSG00000110429.13	1149	1572	1340	1484	1654	993
ENSG00000110435.11	1392	1700	1298	772	748	1024
ENSG00000110436.11	0	0	0	103	175	0
ENSG00000110442.11	228	262	366	982	500	590
ENSG00000110446.10	0	0	0	2	0	0
ENSG00000110448.10	0	1	0	0	0	0
ENSG00000110455.13	186	190	313	0	0	120
ENSG00000110484.6	0	0	0	0	0	0
ENSG00000110492.15	2942	1524	1792	6186	4654	220
ENSG00000110497.14	545	421	432	1283	652	804
ENSG00000110514.19	1109	1018	1027	1989	1576	1508
ENSG00000110536.13	83	95	71	330	267	162
ENSG00000110583.12	609	748	840	1935	1831	1804
ENSG00000110619.17	3525	3094	3385	3717	2766	1339
ENSG00000110628.13	212	63	86	63	70	9
ENSG00000110651.11	3047	2701	2438	5522	4042	1288
ENSG00000110660.14	2465	2542	2641	286	395	1657
ENSG00000110665.11	0	0	1	1	0	0
ENSG00000110675.12	318	439	645	154	86	1
ENSG00000110680.12	0	0	0	0	0	0
ENSG00000110693.17	5	3	14	2107	2225	11934
ENSG00000110696.9	3548	4618	3460	6443	5963	6003
ENSG00000110697.12	3251	1417	1249	244	196	145
ENSG00000110700.6	8370	7897	7165	6717	4046	6160
ENSG00000110711.9	3383	1538	1993	884	436	346
ENSG00000110713.15	3175	3696	2936	3367	2846	3388
ENSG00000110717.12	2266	755	971	607	350	317
ENSG00000110719.9	690	284	589	4	2	22
ENSG00000110721.11	1044	1028	925	952	1023	1183
ENSG00000110723.11	558	563	711	4	15	108
ENSG00000110756.17	840	1197	885	1070	968	2653
ENSG00000110768.11	868	1113	912	1302	1245	2460
ENSG00000110777.11	0	1	1	1	0	0
ENSG00000110786.17	0	0	0	0	1	0
ENSG00000110799.13	6	0	4	0	1	33
ENSG00000110801.13	114	83	95	169	101	92
ENSG00000110811.19	672	425	452	999	533	382
ENSG00000110841.13	2351	2384	2779	5383	6149	10653
ENSG00000110844.13	683	545	733	463	597	307
ENSG00000110848.8	1	2	0	0	0	0
ENSG00000110851.11	595	941	832	1246	1136	997
ENSG00000110852.4	883	1676	637	243	142	132
ENSG00000110871.14	650	639	795	1342	969	959
ENSG00000110876.9	0	2	1	5	0	3
ENSG00000110880.10	2627	4332	3312	5650	5875	14929
ENSG00000110881.11	504	473	438	825	778	648
ENSG00000110887.7	0	0	0	0	0	1
ENSG00000110888.17	2995	3929	3217	779	834	2778
ENSG00000110900.14	0	1	0	831	405	2
ENSG00000110906.12	1351	1277	1300	2324	1405	1616
ENSG00000110911.14	1577	1891	1523	2312	2378	3163
ENSG00000110917.7	5335	6618	4804	10101	8919	8386
ENSG00000110921.13	916	663	714	489	216	574
ENSG00000110925.6	667	724	617	1590	1281	752
ENSG00000110931.18	1138	1115	1176	1472	1312	1412
ENSG00000110934.10	0	0	1	0	0	0
ENSG00000110944.8	11	12	23	11	8	5
ENSG00000110955.8	26608	26323	22497	30784	16043	18674
ENSG00000110958.15	8145	9901	7153	6613	6926	9203
ENSG00000110975.8	0	0	0	0	0	0
ENSG00000110987.8	653	617	689	900	928	866
ENSG00000111011.17	3834	4897	4090	3352	4629	4379
ENSG00000111012.9	196	106	150	153	90	22
ENSG00000111046.3	0	0	0	0	0	0
ENSG00000111049.3	0	0	0	0	0	0
ENSG00000111052.7	0	0	0	1	14	323
ENSG00000111057.10	2174	5130	1048	0	1	3
ENSG00000111058.7	0	0	1	1	0	233
ENSG00000111077.17	31	24	40	1090	1162	1548
ENSG00000111087.9	7	8	26	25	43	14
ENSG00000111110.11	355	449	679	16	3	561
ENSG00000111142.13	4253	4993	4632	3402	3110	4792
ENSG00000111144.9	3192	3307	3482	1134	1807	2675
ENSG00000111145.7	3767	6344	4464	2980	3815	111
ENSG00000111181.12	2	0	1	0	3	0
ENSG00000111186.12	314	295	176	231	168	2
ENSG00000111196.9	696	849	739	796	714	1212
ENSG00000111199.10	0	0	2	3	6	63
ENSG00000111203.11	193	185	199	617	341	546
ENSG00000111206.12	2412	2210	2384	7132	3190	3469
ENSG00000111215.11	9	23	22	26	21	19
ENSG00000111218.11	0	0	0	0	0	0
ENSG00000111224.13	119	128	167	853	1051	461
ENSG00000111229.15	1960	2317	1926	1485	1404	1575
ENSG00000111231.8	1103	1493	1092	612	644	962
ENSG00000111237.18	1295	1749	1954	2091	1706	2479
ENSG00000111241.2	0	0	0	1	0	0
ENSG00000111245.14	6	1	16	0	0	0
ENSG00000111247.14	1065	1576	1390	1530	1364	1629
ENSG00000111249.13	0	0	1	0	0	0
ENSG00000111252.10	2486	5104	1603	1921	2055	488
ENSG00000111254.7	7	7	13	34	43	18
ENSG00000111261.13	0	1	2	222	187	541
ENSG00000111262.5	0	0	0	0	0	0
ENSG00000111266.8	916	1014	721	1547	1485	1802
ENSG00000111269.2	713	773	634	1424	1556	1293
ENSG00000111271.14	754	705	897	1285	994	538
ENSG00000111275.12	563	477	600	845	599	484
ENSG00000111276.10	808	872	582	4063	4741	3547
ENSG00000111291.8	0	1	0	0	0	0
ENSG00000111300.9	1766	2486	2137	1794	2047	2272
ENSG00000111305.18	1	0	0	0	0	0
ENSG00000111319.12	26	13	32	0	0	0
ENSG00000111321.10	1116	934	1156	0	0	0
ENSG00000111325.16	54	45	59	46	40	33
ENSG00000111328.6	713	625	693	4484	2290	1854
ENSG00000111331.12	1228	1141	1413	969	469	235
ENSG00000111335.12	4	7	0	66	2	0
ENSG00000111339.10	0	0	0	0	0	0
ENSG00000111341.9	0	0	1	3	9	51
ENSG00000111344.11	0	0	0	0	1	0
ENSG00000111348.8	42	20	34	21	25	77
ENSG00000111358.13	1091	1870	1905	1756	1651	982
ENSG00000111361.12	1532	1666	1601	1529	1430	1909
ENSG00000111364.15	1180	1443	1277	1172	1103	2836
ENSG00000111371.15	11408	13533	13022	7420	7638	6026
ENSG00000111404.6	0	3	1	0	0	0
ENSG00000111405.8	0	0	0	6	11	5
ENSG00000111412.5	406	572	566	1042	829	2219
ENSG00000111424.10	198	159	236	5	3	49
ENSG00000111432.4	0	0	0	0	0	0
ENSG00000111445.13	1729	2426	2407	1186	785	1515
ENSG00000111450.13	2282	2928	2908	2233	2043	2065
ENSG00000111452.12	8	1	9	0	4	0
ENSG00000111481.9	5388	5190	4558	7066	3603	4507
ENSG00000111490.12	1	14	10	24	27	8
ENSG00000111530.12	6363	8434	5813	6022	6535	8155
ENSG00000111536.4	0	0	0	0	2	0
ENSG00000111537.4	0	0	0	0	0	0
ENSG00000111540.15	3877	3809	2909	5789	4598	2601
ENSG00000111554.14	358	611	454	806	1026	614
ENSG00000111581.9	3378	4103	3391	2979	2887	3704
ENSG00000111596.11	2234	2617	1900	2016	2272	2587
ENSG00000111602.11	1414	1900	1970	5895	2846	2591
ENSG00000111605.16	3591	3958	4229	5912	6664	7208
ENSG00000111615.13	1618	2862	2167	3065	2945	3045
ENSG00000111639.7	2986	3362	2890	3493	1845	2374
ENSG00000111640.14	101880	99261	66136	194227	99533	58748
ENSG00000111641.11	1624	1728	1699	2320	1365	1839
