ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
5250	"ENSG00000131748.15"	"STARD3"	chr17	+	39662250	39663484	39662250	39662367	39662803	39663484	5250	3,3,6	1,0,0	11,8,3	0,1,0	536	100	1	1.0	0.359,1.0,1.0	1.0,0.599,1.0	-0.08
5254	"ENSG00000186166.8"	"CCDC84"	chr11	+	119011938	119012254	119011938	119012003	119012148	119012254	5254	8,10,12	11,8,19	19,12,17	20,22,22	245	100	0.933289855766	1.0	0.229,0.338,0.205	0.279,0.182,0.24	0.024
5265	"ENSG00000089094.18"	"KDM2B"	chr12	-	121439856	121440977	121439856	121440075	121440815	121440977	5265	6,2,1	35,13,25	2,8,3	44,40,41	840	100	0.66012846851	1.0	0.02,0.018,0.005	0.005,0.023,0.009	0.002
5267	"ENSG00000089094.18"	"KDM2B"	chr12	-	121429508	121430469	121429508	121430163	121430276	121430469	5267	70,84,88	3,0,0	346,211,155	0,0,0	213	100	1	1.0	0.916,1.0,1.0	1.0,1.0,1.0	-0.028
5272	"ENSG00000146083.11"	"RNF44"	chr5	-	176529730	176530206	176529730	176529818	176530081	176530206	5272	46,20,36	27,15,31	16,23,26	17,16,8	363	100	0.727707967515	1.0	0.319,0.269,0.242	0.206,0.284,0.472	-0.044
5275	"ENSG00000103253.17"	"HAGHL"	chr16	+	729008	729715	729008	729088	729287	729715	5275	107,27,61	17,2,4	18,15,38	3,0,6	299	100	0.81726368569	1.0	0.678,0.819,0.836	0.667,1.0,0.679	-0.004
5276	"ENSG00000103253.17"	"HAGHL"	chr16	+	728793	729715	728793	728895	729287	729715	5276	123,31,77	1,2,0	20,17,43	0,0,0	492	100	1	1.0	0.962,0.759,1.0	1.0,1.0,1.0	-0.093
5278	"ENSG00000103253.17"	"HAGHL"	chr16	+	728315	728604	728315	728424	728503	728604	5278	10,1,3	14,0,2	0,0,0	2,0,0	179	100	1	1.0	0.285,1.0,0.456	0.0,NA,NA	0.58
527	"ENSG00000198736.11"	"MSRB1"	chr16	-	1940777	1941405	1940777	1940892	1941256	1941405	527	1,4,1	18,14,22	4,2,2	44,22,25	464	100	0.886336230358	1.0	0.012,0.058,0.01	0.019,0.019,0.017	0.008
5283	"ENSG00000148824.18"	"MTG1"	chr10	+	133401528	133402245	133401528	133401590	133402148	133402245	5283	85,100,140	12,14,15	169,127,228	46,4,32	658	100	0.888661298272	1.0	0.518,0.521,0.587	0.358,0.828,0.52	-0.027
5284	"ENSG00000082458.11"	"DLG3"	chrX	+	70500470	70500989	70500470	70500580	70500897	70500989	5284	2,2,0	14,26,22	1,0,0	24,21,9	417	100	1	1.0	0.033,0.018,0.0	0.01,0.0,0.0	0.014
5288	"ENSG00000100033.16"	"PRODH"	chr22	-	18919705	18922404	18919705	18919798	18921341	18922404	5288	0,0,8	0,0,0	0,4,0	0,1,0	1643	100	1	1.0	NA,NA,1.0	NA,0.196,NA	0.804
5297	"ENSG00000169727.12"	"GPS1"	chr17	+	82053867	82054810	82053867	82054049	82054509	82054810	5297	17,7,7	141,39,99	2,6,4	32,22,29	560	100	0.839890700702	1.0	0.021,0.031,0.012	0.011,0.046,0.024	-0.006
5298	"ENSG00000169727.12"	"GPS1"	chr17	+	82053867	82054810	82053867	82054049	82054497	82054810	5298	2,1,4	40,18,32	1,2,0	9,5,16	548	100	1	1.0	0.009,0.01,0.022	0.02,0.068,0.0	-0.016
529	"ENSG00000197448.13"	"GSTK1"	chr7	+	143264547	143265092	143264547	143264676	143264991	143265092	529	79,85,89	150,125,161	305,203,180	637,380,219	415	100	0.979007198433	1.0	0.113,0.141,0.118	0.103,0.114,0.165	-0.003
5302	"ENSG00000140365.15"	"COMMD4"	chr15	+	75338061	75338420	75338061	75338138	75338354	75338420	5302	22,21,30	0,0,0	91,33,42	0,0,1	316	100	1	1.0	1.0,1.0,1.0	1.0,1.0,0.93	0.023
5308	"ENSG00000142546.13"	"NOSIP"	chr19	-	49556548	49556993	49556548	49556736	49556874	49556993	5308	2,1,0	113,27,33	0,0,0	11,5,7	238	100	1	1.0	0.007,0.015,0.0	0.0,0.0,0.0	0.007
5310	"ENSG00000142546.13"	"NOSIP"	chr19	-	49556548	49556993	49556548	49556657	49556874	49556993	5310	95,7,16	1,0,0	2,1,1	0,0,0	317	100	1	1.0	0.968,1.0,1.0	1.0,1.0,1.0	-0.011
5313	"ENSG00000090061.17"	"CCNK"	chr14	+	99502718	99503644	99502718	99502984	99503610	99503644	5313	11,5,9	18,15,15	10,13,21	26,42,33	726	100	0.788879059903	1.0	0.078,0.044,0.076	0.05,0.041,0.081	0.009
5315	"ENSG00000118495.18"	"PLAGL1"	chr6	-	143964786	143966230	143964786	143964818	143966157	143966230	5315	163,245,130	14,17,10	0,3,0	0,0,0	1439	100	1	1.0	0.447,0.5,0.475	NA,1.0,NA	-0.526
5324	"ENSG00000123066.7"	"MED13L"	chr12	-	115975170	115975738	115975170	115975313	115975514	115975738	5324	9,5,6	43,53,40	0,5,14	36,43,34	301	100	0.869352633956	1.0	0.065,0.03,0.047	0.0,0.037,0.12	-0.005
5328	"ENSG00000177200.16"	"CHD9"	chr16	+	53209481	53209813	53209481	53209541	53209704	53209813	5328	148,172,105	0,0,1	68,63,85	0,0,0	263	100	1	1.0	1.0,1.0,0.976	1.0,1.0,1.0	-0.008
532	"ENSG00000213918.10"	"DNASE1"	chr16	+	3656998	3657341	3656998	3657111	3657186	3657341	532	2,4,5	1,1,2	7,12,6	1,6,0	175	100	0.748914378565	1.0	0.533,0.696,0.588	0.8,0.533,1.0	-0.172
5333	"ENSG00000099875.14"	"MKNK2"	chr19	-	2042606	2042870	2042606	2042662	2042765	2042870	5333	17,3,5	116,44,69	3,3,4	42,29,22	203	100	0.767771086775	1.0	0.067,0.032,0.034	0.034,0.048,0.082	-0.01
5334	"ENSG00000147576.15"	"ADHFE1"	chr8	+	66444366	66444748	66444366	66444420	66444593	66444748	5334	0,7,4	0,1,0	0,5,1	0,0,5	273	100	1	1.0	NA,0.719,1.0	NA,1.0,0.068	0.325
5354	"ENSG00000197580.11"	"BCO2"	chr11	+	112193473	112193994	112193473	112193697	112193878	112193994	5354	1,5,1	1,0,1	1,6,1	0,0,0	281	100	1	1.0	0.262,1.0,0.262	1.0,1.0,1.0	-0.492
5355	"ENSG00000197580.11"	"BCO2"	chr11	+	112193473	112194755	112193473	112193994	112194652	112194755	5355	3,3,8	0,1,3	5,10,0	1,1,0	758	100	1	1.0	1.0,0.284,0.26	0.397,0.569,NA	0.032
5359	"ENSG00000111057.10"	"KRT18"	chr12	+	52950327	52950906	52950327	52950410	52950749	52950906	5359	16,62,12	286,738,138	0,0,0	0,0,1	439	100	1	1.0	0.013,0.019,0.019	NA,NA,0.0	0.017
535	"ENSG00000084453.16"	"SLCO1A2"	chr12	-	21293944	21295792	21293944	21294110	21295596	21295792	535	12,31,26	2,5,5	0,0,2	0,0,0	1586	100	1	1.0	0.274,0.281,0.247	NA,NA,1.0	-0.733
5364	"ENSG00000114388.12"	"NPRL2"	chr3	-	50349385	50349828	50349385	50349490	50349664	50349828	5364	44,44,21	8,7,1	34,31,33	4,4,4	274	100	0.845700522866	1.0	0.667,0.696,0.885	0.756,0.739,0.751	0.001
5366	"ENSG00000114388.12"	"NPRL2"	chr3	-	50349385	50349828	50349385	50349494	50349664	50349828	5366	39,41,20	51,42,40	33,31,29	59,33,36	270	100	0.973817359767	1.0	0.221,0.266,0.156	0.172,0.258,0.23	-0.006
5367	"ENSG00000114388.12"	"NPRL2"	chr3	-	50349664	50350022	50349664	50349828	50349930	50350022	5367	12,15,12	11,15,4	17,9,16	6,15,8	202	100	0.866304901506	1.0	0.351,0.331,0.598	0.584,0.229,0.498	-0.01
5370	"ENSG00000114388.12"	"NPRL2"	chr3	-	50349664	50350022	50349664	50349833	50349912	50350022	5370	9,9,10	1,0,1	12,9,8	1,0,0	179	100	1	1.0	0.834,1.0,0.848	0.87,1.0,1.0	-0.063
5372	"ENSG00000160808.9"	"MYL3"	chr3	-	46857871	46858272	46857871	46858101	46858230	46858272	5372	3,0,2	0,0,0	0,2,0	1,1,0	229	100	1	1.0	1.0,NA,1.0	0.0,0.466,NA	0.767
5390	"ENSG00000143994.13"	"ABHD1"	chr2	+	27128944	27129361	27128944	27129127	27129315	27129361	5390	0,2,7	1,1,1	5,0,2	0,1,1	288	100	0.977493341432	1.0	0.0,0.41,0.709	1.0,0.0,0.41	-0.097
5394	"ENSG00000137802.13"	"MAPKBP1"	chr15	+	41812515	41813101	41812515	41812653	41812918	41813101	5394	16,8,16	26,31,20	9,7,15	22,15,19	365	100	0.926257114508	1.0	0.144,0.066,0.18	0.101,0.113,0.178	-0.001
5397	"ENSG00000129460.15"	"NGDN"	chr14	+	23477199	23477560	23477199	23477356	23477502	23477560	5397	35,26,29	106,115,84	29,31,24	112,65,115	246	100	0.924694016299	1.0	0.118,0.084,0.123	0.095,0.162,0.078	-0.003
5398	"ENSG00000187391.19"	"MAGI2"	chr7	-	78255942	78256581	78255942	78256158	78256247	78256581	5398	0,1,0	0,0,0	239,215,141	3,1,1	189	100	1	1.0	NA,1.0,NA	0.977,0.991,0.987	0.015
5402	"ENSG00000159788.18"	"RGS12"	chr4	+	3414071	3414844	3414071	3414241	3414751	3414844	5402	0,0,0	8,1,2	1,2,2	28,33,3	610	100	1	1.0	0.0,0.0,0.0	0.006,0.01,0.099	-0.038
5405	"ENSG00000203875.10"	"SNHG5"	chr6	-	85677794	85678032	85677794	85677899	85677953	85678032	5405	77,72,72	0,3,0	12,25,192	0,2,1	154	100	1	1.0	1.0,0.94,1.0	1.0,0.89,0.992	0.019
5408	"ENSG00000129657.14"	"SEC14L1"	chr17	+	77213917	77216802	77213917	77214019	77216548	77216802	5408	2421,1457,1613	2,3,3	4958,3647,904	8,3,0	2629	100	0.722937654466	1.0	0.979,0.949,0.953	0.959,0.979,1.0	-0.019
5409	"ENSG00000129657.14"	"SEC14L1"	chr17	+	77088748	77089271	77088748	77088985	77089152	77089271	5409	30,11,20	0,0,0	24,16,19	0,1,0	267	100	1	1.0	1.0,1.0,1.0	1.0,0.857,1.0	0.048
540	"ENSG00000142920.16"	"AZIN2"	chr1	+	33117901	33120530	33117901	33118116	33120043	33120530	540	123,134,97	19,7,15	43,59,0	7,2,0	2027	100	1	1.0	0.242,0.486,0.242	0.233,0.593,NA	-0.09
5421	"ENSG00000108349.16"	"CASC3"	chr17	+	40163480	40164166	40163480	40163602	40163885	40164166	5421	532,444,436	1,1,0	561,396,374	0,0,0	383	100	1	1.0	0.993,0.991,1.0	1.0,1.0,1.0	-0.005
5424	"ENSG00000013573.16"	"DDX11"	chr12	+	31089043	31090094	31089043	31089151	31089839	31090094	5424	127,127,241	0,0,0	122,120,165	0,2,0	788	100	1	1.0	1.0,1.0,1.0	1.0,0.884,1.0	0.039
542	"ENSG00000224843.6"	"LINC00240"	chr6	+	27023253	27023924	27023253	27023397	27023764	27023924	542	7,11,7	0,0,0	4,14,0	1,2,0	467	100	1	1.0	1.0,1.0,1.0	0.461,0.6,NA	0.47
5435	"ENSG00000187796.13"	"CARD9"	chr9	-	136367215	136367976	136367215	136367257	136367636	136367976	5435	0,0,0	1,0,0	0,2,0	0,0,0	479	100	1	1.0	0.0,NA,NA	NA,1.0,NA	-1.0
5436	"ENSG00000187796.13"	"CARD9"	chr9	-	136364482	136365217	136364482	136364559	136365140	136365217	5436	0,1,5	0,0,0	6,0,3	0,0,1	681	100	1	1.0	NA,1.0,1.0	1.0,NA,0.306	0.347
543	"ENSG00000224843.6"	"LINC00240"	chr6	+	27023253	27023924	27023253	27023397	27023749	27023924	543	7,10,7	1,1,1	4,14,0	3,0,0	452	100	1	1.0	0.608,0.689,0.608	0.228,1.0,NA	0.021
5450	"ENSG00000167861.15"	"HID1"	chr17	-	74962964	74964632	74962964	74963081	74964482	74964632	5450	37,13,36	1,0,0	5,7,10	0,0,0	1501	100	1	1.0	0.711,1.0,1.0	1.0,1.0,1.0	-0.096
5451	"ENSG00000167861.15"	"HID1"	chr17	-	74958326	74958763	74958326	74958478	74958672	74958763	5451	1,5,1	17,11,12	0,1,4	7,11,8	294	100	0.76086385826	1.0	0.02,0.134,0.028	0.0,0.03,0.145	0.002
5458	"ENSG00000114859.15"	"CLCN2"	chr3	-	184355693	184357094	184355693	184355778	184357036	184357094	5458	6,15,13	0,1,0	30,24,88	0,0,0	1358	100	1	1.0	1.0,0.525,1.0	1.0,1.0,1.0	-0.158
5459	"ENSG00000010292.12"	"NCAPD2"	chr12	+	6514264	6514587	6514264	6514392	6514463	6514587	5459	20,14,24	344,346,359	13,6,14	248,158,233	171	100	0.671542370729	1.0	0.033,0.023,0.038	0.03,0.022,0.034	0.003
5461	"ENSG00000117152.13"	"RGS4"	chr1	+	163072394	163072866	163072394	163072499	163072804	163072866	5461	2,0,1	13,15,2	0,0,0	1,0,0	405	100	1	1.0	0.037,0.0,0.11	0.0,NA,NA	0.049
5462	"ENSG00000138834.12"	"MAPK8IP3"	chr16	+	1767804	1768107	1767804	1767918	1768068	1768107	5462	2,0,3	11,1,18	5,0,2	21,9,15	250	100	0.936266448214	1.0	0.068,0.0,0.063	0.087,0.0,0.051	-0.002
5483	"ENSG00000139351.14"	"SYCP3"	chr12	-	101728647	101729213	101728647	101728980	101729108	101729213	5483	14,27,22	0,0,0	17,7,29	1,0,0	228	100	1	1.0	1.0,1.0,1.0	0.882,1.0,1.0	0.039
5484	"ENSG00000139351.14"	"SYCP3"	chr12	-	101731567	101733674	101731567	101731666	101733574	101733674	5484	0,1,4	0,0,0	0,2,7	1,0,0	2008	100	1	1.0	NA,1.0,1.0	0.0,1.0,1.0	0.333
5487	"ENSG00000269713.7"	"NBPF9"	chr1	-	149081964	149082311	149081964	149082174	149082271	149082311	5487	5,5,8	37,51,39	3,1,10	19,25,32	197	100	0.797031221914	1.0	0.064,0.047,0.094	0.074,0.02,0.137	-0.009
5492	"ENSG00000100664.10"	"EIF5"	chr14	+	103339171	103339803	103339171	103339333	103339638	103339803	5492	5,4,6	87,181,199	10,4,13	322,343,516	405	100	1	1.0	0.014,0.005,0.007	0.008,0.003,0.006	0.003
5494	"ENSG00000223756.6"	"TSSC2"	chr11	+	3406498	3407697	3406498	3406715	3407621	3407697	5494	0,1,0	0,0,0	1,0,154	0,0,47	1006	100	1	1.0	NA,1.0,NA	1.0,NA,0.246	0.377
5503	"ENSG00000123191.14"	"ATP7B"	chr13	-	51957515	51960322	51957515	51957607	51960147	51960322	5503	16,20,11	1,0,0	15,33,21	0,0,0	2640	100	1	1.0	0.377,1.0,1.0	1.0,1.0,1.0	-0.208
5505	"ENSG00000153902.13"	"LGI4"	chr19	-	35133692	35134104	35133692	35133764	35134032	35134104	5505	0,0,8	3,2,8	0,0,0	0,0,1	368	100	1	1.0	0.0,0.0,0.214	NA,NA,0.0	0.071
550	"ENSG00000124357.12"	"NAGK"	chr2	+	71075554	71076701	71075554	71075610	71076603	71076701	550	21,46,65	0,0,1	163,143,188	1,1,0	1093	100	1	1.0	1.0,1.0,0.856	0.937,0.929,1.0	-0.003
5516	"ENSG00000141524.15"	"TMC6"	chr17	-	78125725	78126366	78125725	78125884	78126276	78126366	5516	8,1,1	23,4,5	0,1,1	0,1,2	492	100	1	1.0	0.066,0.048,0.039	NA,0.169,0.092	-0.08
5519	"ENSG00000196912.12"	"ANKRD36B"	chr2	-	97507563	97508065	97507563	97507657	97507994	97508065	5519	0,0,0	0,1,0	0,0,3	0,0,0	437	100	1	1.0	NA,0.0,NA	NA,NA,1.0	-1.0
5522	"ENSG00000169738.7"	"DCXR"	chr17	-	82036190	82036763	82036190	82036448	82036720	82036763	5522	92,47,68	0,0,1	57,29,34	1,0,0	372	100	1	1.0	1.0,1.0,0.948	0.939,1.0,1.0	0.003
552	"ENSG00000124357.12"	"NAGK"	chr2	+	71068649	71070586	71068649	71068712	71070501	71070586	552	170,140,145	11,15,18	268,308,270	51,22,22	1889	100	0.740491038442	1.0	0.45,0.331,0.299	0.218,0.426,0.394	0.014
553	"ENSG00000164631.18"	"ZNF12"	chr7	-	6688432	6692703	6688432	6692487	6692601	6692703	553	198,255,276	0,0,0	182,363,147	1,1,1	214	100	1	1.0	1.0,1.0,1.0	0.988,0.994,0.986	0.011
5543	"ENSG00000048740.18"	"CELF2"	chr10	+	11328925	11334358	11328925	11329097	11330455	11334358	5543	0,4,2	0,0,0	527,384,453	74,60,163	1458	100	1	1.0	NA,1.0,1.0	0.328,0.305,0.16	0.736
5547	"ENSG00000175899.14"	"A2M"	chr12	-	9067711	9068224	9067711	9067839	9068182	9068224	5547	2,8,1	0,0,0	0,0,0	0,7,3	443	100	1	1.0	1.0,1.0,1.0	NA,0.0,0.0	1.0
5555	"ENSG00000163472.18"	"TMEM79"	chr1	+	156285183	156286473	156285183	156285983	156286259	156286473	5555	8,5,18	1,0,7	14,19,8	3,7,0	376	100	0.907651878957	1.0	0.68,1.0,0.406	0.554,0.419,1.0	0.038
5561	"ENSG00000030066.13"	"NUP160"	chr11	-	47812063	47812429	47812063	47812224	47812301	47812429	5561	1,1,2	71,73,67	2,1,2	110,90,117	177	100	1	1.0	0.008,0.008,0.017	0.01,0.006,0.01	0.002
5563	"ENSG00000213782.7"	"DDX47"	chr12	+	12823202	12824677	12823202	12823319	12824539	12824677	5563	226,310,295	1,0,1	388,407,306	0,1,2	1320	100	1	1.0	0.945,1.0,0.957	1.0,0.969,0.921	0.004
5567	"ENSG00000196118.11"	"CCDC189"	chr16	-	30759341	30759724	30759341	30759557	30759653	30759724	5567	4,4,12	0,2,1	31,15,12	4,0,0	196	100	0.731160138149	1.0	1.0,0.505,0.86	0.798,1.0,1.0	-0.144
5581	"ENSG00000178719.16"	"GRINA"	chr8	+	143991691	143992373	143991691	143991804	143992244	143992373	5581	354,338,239	1,0,0	1068,720,133	0,0,0	540	100	1	1.0	0.985,1.0,1.0	1.0,1.0,1.0	-0.005
558	"ENSG00000178035.11"	"IMPDH2"	chr3	-	49024494	49024802	49024494	49024578	49024658	49024802	558	27,24,16	522,474,442	21,6,14	325,156,312	180	100	0.763911823855	1.0	0.028,0.027,0.02	0.035,0.021,0.024	-0.002
5590	"ENSG00000031823.14"	"RANBP3"	chr19	-	5924826	5925737	5924826	5924905	5925633	5925737	5590	4,2,4	94,101,89	6,2,5	163,77,92	828	100	1	1.0	0.005,0.002,0.005	0.004,0.003,0.007	-0.001
5591	"ENSG00000164054.15"	"SHISA5"	chr3	-	48469360	48469843	48469360	48469573	48469727	48469843	5591	3,0,3	241,102,120	2,0,2	182,125,122	254	100	1	1.0	0.005,0.0,0.01	0.004,0.0,0.006	0.002
5593	"ENSG00000164054.15"	"SHISA5"	chr3	-	48467875	48469573	48467875	48468217	48469360	48469573	5593	2110,1425,1454	4,2,0	2679,1804,1371	0,1,1	1243	100	0.924885936348	1.0	0.977,0.983,1.0	1.0,0.993,0.991	-0.008
5594	"ENSG00000164054.15"	"SHISA5"	chr3	-	48467875	48469573	48467875	48469186	48469360	48469573	5594	13,7,6	182,47,44	6,4,3	34,38,32	274	100	0.810521675405	1.0	0.025,0.052,0.047	0.061,0.037,0.033	-0.002
5595	"ENSG00000173947.13"	"PIFO"	chr1	+	111348515	111350223	111348515	111348646	111350105	111350223	5595	0,0,0	0,1,0	17,17,1	14,11,1	1559	100	1	1.0	NA,0.0,NA	0.072,0.09,0.06	-0.074
5598	"ENSG00000085117.11"	"CD82"	chr11	+	44605057	44605429	44605057	44605182	44605354	44605429	5598	3,2,1	62,23,56	0,0,0	132,102,2	272	100	0.734235950584	1.0	0.017,0.031,0.007	0.0,0.0,0.0	0.018
5599	"ENSG00000163359.15"	"COL6A3"	chr2	-	237342064	237344843	237342064	237342161	237344349	237344843	5599	0,1,0	4,1,0	1,0,0	3,0,0	2288	100	1	1.0	0.0,0.042,NA	0.014,NA,NA	0.007
5600	"ENSG00000164062.12"	"APEH"	chr3	+	49675182	49675787	49675182	49675309	49675693	49675787	5600	3,0,3	147,113,126	10,5,3	176,66,113	484	100	1	1.0	0.004,0.0,0.005	0.012,0.015,0.005	-0.008
5602	"ENSG00000102225.15"	"CDK16"	chrX	+	47225964	47226703	47225964	47226027	47226582	47226703	5602	164,115,148	1,1,1	263,154,208	0,0,1	655	100	0.633479243987	1.0	0.962,0.946,0.958	1.0,1.0,0.969	-0.034
5605	"ENSG00000102225.15"	"CDK16"	chrX	+	47226993	47227223	47226993	47227099	47227159	47227223	5605	10,2,3	1,5,3	4,3,7	4,2,3	160	100	0.96394887311	1.0	0.862,0.2,0.385	0.385,0.484,0.593	-0.005
5608	"ENSG00000147180.16"	"ZNF711"	chrX	+	85246929	85247651	85246929	85247183	85247546	85247651	5608	95,105,74	8,7,5	179,209,175	9,18,18	463	100	0.722494112222	1.0	0.719,0.764,0.762	0.811,0.715,0.677	0.014
5615	"ENSG00000167965.17"	"MLST8"	chr16	+	2208449	2209412	2208449	2208613	2208758	2209412	5615	0,1,0	145,84,128	2,0,0	104,38,72	245	100	1	1.0	0.0,0.005,0.0	0.008,0.0,0.0	-0.001
5620	"ENSG00000137752.23"	"CASP1"	chr11	-	105025507	105026356	105025507	105025600	105026225	105026356	5620	8,7,0	2,0,0	5,1,0	0,0,1	725	100	1	1.0	0.356,1.0,NA	1.0,1.0,0.0	0.011
5623	"ENSG00000173821.19"	"RNF213"	chr17	+	80381546	80383070	80381546	80381727	80382978	80383070	5623	313,294,355	37,53,71	152,251,194	25,31,40	1351	100	0.926920680006	1.0	0.385,0.291,0.27	0.31,0.375,0.264	-0.001
5625	"ENSG00000158552.12"	"ZFAND2B"	chr2	+	219208255	219208486	219208255	219208348	219208425	219208486	5625	20,8,22	38,47,35	13,16,18	71,36,29	177	100	0.658319264815	1.0	0.229,0.088,0.262	0.094,0.201,0.26	0.008
5637	"ENSG00000015475.18"	"BID"	chr22	-	17739348	17740176	17739348	17739488	17740081	17740176	5637	4,1,3	0,1,0	4,2,12	0,0,0	693	100	1	1.0	1.0,0.126,1.0	1.0,1.0,1.0	-0.291
5641	"ENSG00000114626.17"	"ABTB1"	chr3	+	127676535	127677286	127676535	127676581	127677167	127677286	5641	40,10,29	1,0,1	19,34,3	0,0,0	686	100	1	1.0	0.854,1.0,0.809	1.0,1.0,1.0	-0.112
5643	"ENSG00000114626.17"	"ABTB1"	chr3	+	127676966	127677286	127676966	127677083	127677167	127677286	5643	15,0,5	37,9,20	3,4,1	8,7,1	184	100	0.686694709256	1.0	0.181,0.0,0.12	0.169,0.237,0.352	-0.152
5644	"ENSG00000168763.15"	"CNNM3"	chr2	+	96827730	96829134	96827730	96827900	96828995	96829134	5644	67,51,75	0,0,0	69,80,123	0,0,1	1195	100	1	1.0	1.0,1.0,1.0	1.0,1.0,0.911	0.03
5648	"ENSG00000185122.10"	"HSF1"	chr8	+	144313845	144314054	144313845	144313911	144313984	144314054	5648	10,2,2	38,7,8	5,2,0	15,6,3	173	100	0.912447570854	1.0	0.132,0.142,0.126	0.162,0.162,0.0	0.025
564	"ENSG00000168404.12"	"MLKL"	chr16	-	74674959	74675404	74674959	74675100	74675354	74675404	564	6,4,4	20,12,26	0,0,3	0,0,4	354	100	1	1.0	0.078,0.086,0.042	NA,NA,0.175	-0.106
565	"ENSG00000168404.12"	"MLKL"	chr16	-	74674959	74675404	74674959	74675100	74675323	74675404	565	2,1,1	3,6,8	0,0,2	0,0,1	323	100	1	1.0	0.171,0.049,0.037	NA,NA,0.382	-0.296
5660	"ENSG00000214655.10"	"ZSWIM8"	chr10	+	73800639	73801195	73800639	73800759	73801016	73801195	5660	15,12,23	15,11,10	26,25,13	21,11,12	357	100	0.843002868925	1.0	0.219,0.234,0.392	0.258,0.389,0.233	-0.012
5662	"ENSG00000130589.16"	"HELZ2"	chr20	-	63570684	63573221	63570684	63570868	63572107	63573221	5662	27,10,13	2,0,2	16,3,0	1,0,0	1339	100	1	1.0	0.502,1.0,0.327	0.544,1.0,NA	-0.162
5669	"ENSG00000213809.8"	"KLRK1"	chr12	-	10378553	10379792	10378553	10378705	10379446	10379792	5669	0,1,0	0,0,1	391,1246,18	119,166,1	841	100	1	1.0	NA,1.0,0.0	0.281,0.472,0.682	0.022
5670	"ENSG00000213809.8"	"KLRK1"	chr12	-	10379446	10379792	10379446	10379482	10379699	10379792	5670	0,1,0	0,0,2	173,619,10	73,120,1	317	100	1	1.0	NA,1.0,0.0	0.428,0.619,0.759	-0.102
5671	"ENSG00000213809.8"	"KLRK1"	chr12	-	10378553	10379792	10378553	10378705	10379699	10379792	5671	0,1,0	0,0,0	550,1802,27	6,26,0	1094	100	1	1.0	NA,1.0,NA	0.893,0.864,1.0	0.081
5672	"ENSG00000138459.8"	"SLC35A5"	chr3	+	112580545	112581326	112580545	112580706	112581178	112581326	5672	213,248,290	1,1,3	976,1041,395	0,1,0	572	100	0.716390904398	1.0	0.974,0.977,0.944	1.0,0.995,1.0	-0.033
5673	"ENSG00000138459.8"	"SLC35A5"	chr3	+	112580545	112581326	112580545	112580706	112581244	112581326	5673	238,276,318	0,1,1	1069,1140,431	2,3,0	638	100	1	1.0	1.0,0.977,0.98	0.988,0.983,1.0	-0.005
5677	"ENSG00000061656.9"	"SPAG4"	chr20	+	35617519	35617840	35617519	35617586	35617778	35617840	5677	44,24,30	6,8,11	2,0,2	0,0,1	292	100	1	1.0	0.715,0.507,0.483	1.0,NA,0.407	-0.135
5683	"ENSG00000120833.13"	"SOCS2"	chr12	+	93572684	93576206	93572684	93573036	93574721	93576206	5683	151,104,105	54,30,28	17,12,0	4,7,0	1785	100	1	1.0	0.135,0.163,0.174	0.192,0.088,NA	0.017
5695	"ENSG00000100462.15"	"PRMT5"	chr14	-	22920528	22921056	22920528	22920731	22920987	22921056	5695	614,645,629	3,3,4	763,376,586	7,2,1	356	100	0.895883005292	1.0	0.983,0.984,0.978	0.968,0.981,0.994	0.001
5701	"ENSG00000142303.13"	"ADAMTS10"	chr19	-	8596072	8596412	8596072	8596219	8596306	8596412	5701	8,2,9	3,1,1	14,26,0	6,14,0	187	100	1	1.0	0.588,0.517,0.828	0.555,0.498,NA	0.118
5706	"ENSG00000184216.13"	"IRAK1"	chrX	-	154019430	154019812	154019430	154019598	154019676	154019812	5706	1,0,0	6,1,0	0,0,0	1,0,0	178	100	1	1.0	0.086,0.0,NA	0.0,NA,NA	0.043
5710	"ENSG00000187630.15"	"DHRS4L2"	chr14	+	24000862	24001084	24000862	24000933	24001032	24001084	5710	7,3,10	43,30,32	2,6,4	29,15,10	199	100	0.899700183532	1.0	0.076,0.048,0.136	0.033,0.167,0.167	-0.036
5713	"ENSG00000187134.13"	"AKR1C1"	chr10	+	4966926	4968386	4966926	4967043	4968308	4968386	5713	2,0,0	1,4,2	0,0,1	0,0,3	1365	100	1	1.0	0.128,0.0,0.0	NA,NA,0.024	0.019
5715	"ENSG00000173809.17"	"TDRD12"	chr19	+	32826097	32826357	32826097	32826161	32826243	32826357	5715	2,0,0	0,0,1	0,1,0	0,0,0	182	100	1	1.0	1.0,NA,0.0	NA,1.0,NA	-0.5
5716	"ENSG00000108443.13"	"RPS6KB1"	chr17	+	59936214	59936541	59936214	59936277	59936463	59936541	5716	5,5,2	46,61,60	3,5,5	63,48,64	286	100	0.914587855054	1.0	0.037,0.028,0.012	0.016,0.035,0.027	-0.0
